,0
2015-04-01,1.043233609759965
2015-05-01,0.9585493008967939
2015-06-01,1.016840465721497
2015-07-01,1.0606954821116559
2015-07-31,1.0267616901663044
2015-09-01,1.0705488673402666
2015-10-01,1.0946793268499888
2015-10-30,1.1232527179803016
2015-12-01,1.1659195255722377
2015-12-31,1.1522810954593414
2016-02-01,1.0864237578859723
2016-03-01,1.063548974760797
2016-04-01,1.0539840413302546
2016-04-29,1.0584970210458908
2016-06-01,1.1596513423300912
2016-07-01,1.1826198952099813
2016-08-01,1.2553980229532504
2016-09-01,1.2862163837641565
2016-09-30,1.3146935325538052
2016-11-01,1.3440268120373604
2016-12-01,1.413030595640101
2016-12-30,1.3850079144918592
2017-02-01,1.2711646714774045
2017-03-01,1.2322901731682456
2017-03-31,1.211743292477825
2017-05-01,1.189000825304531
2017-06-01,1.3178313729421716
2017-06-30,1.3367127727091546
2017-08-01,1.3030307444004432
2017-09-01,1.3542564185213728
2017-09-29,1.322653077653327
2017-11-01,1.4187569031791931
2017-12-01,1.3735589420273382
2017-12-29,1.3371146804889116
2018-02-01,1.4975590909875682
2018-03-01,1.592972601761704
2018-03-29,1.5806008870820756
2018-05-01,1.651639563890624
2018-06-01,1.7437943926915835
2018-06-29,1.5893963205809574
2018-08-01,1.6295880487813708
2018-08-31,1.7577079466452707
2018-10-01,1.7989791618396938
2018-11-01,1.498473676582753
2018-11-30,1.4647080379477233
2018-12-31,1.5227345614178498
2019-02-01,1.3937126427498967
2019-03-01,1.3963787793735272
2019-04-01,1.3862042565880695
2019-05-01,1.298984576651351
2019-05-31,1.424151324467759
2019-07-01,1.2663122488978535
2019-08-01,1.2813411480487915
2019-08-30,1.3446611771963077
2019-10-01,1.3103988408553175
2019-11-01,1.1364395650756889
2019-11-29,1.0935363820273043
2019-12-31,1.0313904757991224
2020-01-31,1.117890674154689
2020-02-28,1.2417272834272328
2020-04-01,1.3413958713371072
2020-05-01,1.4181771886156471
2020-06-01,1.5438814379910033
2020-07-01,1.8481334441786736
2020-07-31,2.0955214938884072
2020-09-01,2.7233145538990224
2020-10-01,2.8045721690953593
2020-10-30,2.584247005891014
2020-12-01,2.4858449187911305
2020-12-31,2.55676222003963
2021-02-01,2.6286771358967433
2021-03-01,1.993465353320664
2021-04-01,1.8695091193937396
2021-04-30,1.9799342147001948
2021-06-01,1.9020151649125612
2021-07-01,1.9999895235565546
2021-07-30,1.8926403365414428
2021-09-01,2.008755537026949
2021-10-01,2.037887732246688
2021-11-01,2.1400025431628276
2021-12-01,2.175378593585977
2021-12-31,1.9421474542973942
2022-02-01,1.7011841894339912
2022-03-01,1.714530609127324
2022-04-01,1.8305781376228873
2022-04-29,1.7661618412221254
2022-06-01,1.91827113860524
2022-07-01,2.070138025819938
2022-08-01,1.8620761531339154
2022-09-01,1.8045789762085716
2022-09-30,2.008748269407571
2022-11-01,2.282871509450918
2022-12-01,2.094293601257961
2022-12-30,2.4048475666992073
2023-02-01,1.4662279095499595
2023-03-01,1.384685608424092
2023-03-31,1.279145006388936
2023-05-01,1.4355036685104081
2023-06-01,1.4431263724285173
2023-06-30,1.3993934127034966
2023-08-01,1.409417441475318
2023-09-01,1.5519802133823584
2023-09-29,1.4898838991690362
2023-11-01,1.5897619056280812
2023-12-01,1.5389273770446363
2023-12-29,1.5753136627839628
2024-02-01,1.6057794453101577
2024-03-01,1.8161815433567676
2024-04-01,1.7984754580078863
2024-05-01,1.7259397832911927
2024-05-31,1.8387374201272748
2024-07-01,1.8559555625214486
2024-08-01,1.5980965208018896
2024-08-30,1.712586845484511
2024-10-01,1.5922585197190178
2024-11-01,1.6495220597979852
2024-11-29,1.7061311150253544
