Date,AAPL,AMZN,BAC,CVX,DIS,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PG,TSLA,UNH,V,WMT,XOM
2015-02-27,0.6727519224363252,-0.011597768887558813,-0.08895123761806345,-0.048767069212436454,0.2686420303938779,-0.09055706629359761,0.3881002336263131,0.16329153364553073,0.008552033352694721,0.37722696504630804,0.09082628713820662,0.21320121913653756,0.09688817209964462,0.24481458065746242,0.1343360110901788,0.12231957505268709,0.4941372395830701,0.19218886056154183,0.1664256848262251,-0.024535939750066516
2015-04-01,0.7411877851184567,0.04987571945655778,-0.03660848319722909,-0.041123275999787046,0.3043293747383471,-0.07528090213635985,0.4290948645252952,0.1434172559440543,0.10731886341751862,0.21380504347475981,0.16707995822427035,0.153520230482604,0.17550627426229504,0.22088808878464072,0.11592865142429476,-0.16939672047616317,0.4947268529816524,0.20988349843252485,0.15170533619876192,-0.0537999562013165
2015-05-01,0.6362106528722782,0.07950672635266387,-0.10258455092687313,-0.08715933491262806,0.30906153866341834,-0.0326101966901402,0.45507626475170926,0.040220465179185094,0.021286481106008504,0.25394783167422763,0.16687401945111358,0.30421570201397263,0.0096368973000438,0.14594215118727072,0.05652878859915389,-0.135410494535515,0.4583158368701481,0.2235265088723899,0.0771806159845958,-0.1108860470384051
2015-06-01,0.5550447149134861,0.3734450406487848,0.07806795333768446,-0.09529586884009444,0.40679630893588414,0.023452800344101243,0.4099191149582544,0.023437028257401016,0.17251356534605322,0.26674631005808225,0.23768527194766342,0.2917415705951911,0.24933713932045665,0.24619304923226681,0.005498616605966067,0.08809513971812599,0.5347552544797534,0.2861806832614173,0.010454137861316992,-0.09861331060007916
2015-07-01,0.4689018136252505,0.37872341100706475,0.1038550373455136,-0.13234312479456345,0.3375824645911023,-0.03925470550226984,0.42108091367986167,0.013469758940501286,0.22133108123162915,0.3589508317922787,0.218831793216272,0.26840462294017686,0.18412577818029918,0.19820753892230014,0.006410422556136108,0.20060643719867044,0.5295434084688799,0.2963324589839931,-0.002511789180150381,-0.1275109666116493
2015-07-31,0.3774761787214864,0.3158939950448756,0.11730028265987524,-0.2358625396941203,0.35620905253897295,-0.08147209938132571,0.39771128682507184,-0.04398902436566554,0.21385560391184621,0.39792916955436075,0.2595355985289993,0.2769615224736275,0.08967409972960905,0.1067626949389806,0.03689480419256164,0.12276822717659197,0.5303024572495032,0.2761432392527632,-0.02156344671296062,-0.16271097342749308
2015-09-01,0.28397542499817896,0.7460757757711807,0.20813912977374627,-0.28185625248946344,0.43162323134766245,0.14626907890639007,0.49745535402372076,0.0310445528457981,0.24564289387067118,0.4340882671356303,0.30805014034607625,0.2991986002617937,0.11838786181552297,0.14720425193279651,-0.00682251204402895,0.1409525684294637,0.5131353670948142,0.43334170657184057,0.0029802858250760345,-0.17396964725695363
2015-10-01,0.06889200112188454,0.46454696531060247,-0.019894722403847154,-0.3704237869927256,0.1277359323008167,0.08104942739174126,0.24030630498665073,-0.08668185232800629,0.061151466685543276,0.2902026130613715,0.18281881888261653,0.16586456216208245,-0.054809040108343754,0.12735668186170268,-0.1449670300553264,-0.11520205696628871,0.3197710761163137,0.3072303981239366,-0.13360146969392572,-0.2515393157152116
2015-10-30,0.1237472520268883,0.6402695810700367,-0.06410977935909146,-0.3059501655161795,0.19533261025813098,0.10760312337026523,0.3120939005143033,-0.08102074982510865,0.054955066928353835,0.34502092704252885,0.2460613522063686,0.18811237845127327,-0.002075856765101025,0.34545819440457715,-0.10743858376463034,-0.001498571453580344,0.39548659089639027,0.3426117993874762,-0.134598703655614,-0.17632131505692894
2015-12-01,0.12539651731430657,1.0490408276641858,-0.010091076747055339,-0.21029124182448533,0.2678437329658805,0.29851905288855485,0.2938080306433264,-0.035668964305930584,0.09112628661146727,0.26374586505954833,0.19046372115426724,0.35978119088194416,0.1512193839732099,0.4766136664604663,-0.09614361964036,-0.14385601513820923,0.25920754151076997,0.2945328110178236,-0.23077405456416045,-0.11641806466268556
